timestamp,sound,co2,voltage,case_no
2025-10-21 17:01:30,,,23.8,17
2025-10-21 17:01:31,103,,,17
2025-10-21 17:01:31,,,23.78,17
2025-10-21 17:01:32,,,23.76,17
2025-10-21 17:01:32,,,23.77,17
2025-10-21 17:01:34,136,,,17
2025-10-21 17:01:34,,,23.8,17
2025-10-21 17:01:36,,,23.77,17
2025-10-21 17:01:36,329,,,17
2025-10-21 17:01:37,,,23.76,17
2025-10-21 17:01:38,,25.01,,17
2025-10-21 17:01:38,,,23.74,17
2025-10-21 17:01:39,197,,,17
2025-10-21 17:01:39,,,23.77,17
2025-10-21 17:01:39,,,23.76,17
2025-10-21 17:01:40,,,23.78,17
2025-10-21 17:01:41,,24.98,,17
2025-10-21 17:01:41,,,23.77,17
2025-10-21 17:01:42,,,23.76,17
2025-10-21 17:01:42,291,,,17
2025-10-21 17:01:43,,,23.81,17
2025-10-21 17:01:44,,,23.8,17
2025-10-21 17:01:45,143,,,17
2025-10-21 17:01:45,,,23.77,17
2025-10-21 17:01:46,,,23.78,17
2025-10-21 17:01:46,,25,,17
2025-10-21 17:01:46,,,23.76,17
2025-10-21 17:01:47,,,23.77,17
2025-10-21 17:01:48,157,,,17
2025-10-21 17:01:48,,,23.74,17
2025-10-21 17:01:49,,,23.77,17
2025-10-21 17:01:49,,24.98,,17
2025-10-21 17:01:49,,,23.8,17
2025-10-21 17:01:50,,,23.77,17
2025-10-21 17:01:51,202,,,17
2025-10-21 17:01:52,,25,,17
2025-10-21 17:01:52,,,23.74,17
2025-10-21 17:01:53,,,23.78,17
2025-10-21 17:01:54,1065,,,17
2025-10-21 17:01:54,,,23.76,17
2025-10-21 17:01:54,,,23.78,17
2025-10-21 17:01:55,,,23.74,17
2025-10-21 17:01:56,,,23.78,17
2025-10-21 17:01:56,523,,,17
2025-10-21 17:01:57,,,23.77,17
2025-10-21 17:01:58,,25.02,,17
2025-10-21 17:01:58,,,23.78,17
2025-10-21 17:01:59,263,,,17
2025-10-21 17:01:59,,,23.76,17
2025-10-21 17:02:00,,,23.8,17
2025-10-21 17:02:00,,,23.76,17
2025-10-21 17:02:01,,25.01,,17
2025-10-21 17:02:01,,,23.77,17
2025-10-21 17:02:02,395,,,17
2025-10-21 17:02:02,,,23.73,17
